工厂编码,物料编码,M+1月预测需求量,M+2月预测需求量,M+3月预测需求量
2007,1237,0.0,0.0,0.0
2007,1238,0.02,0.0,0.11
2007,1239,0.0,0.09,0.05
2007,1240,0.06,0.0,0.0
2007,1241,0.09,0.0,0.0
2007,1242,0.0,0.0,0.08
2007,1243,0.03,0.02,0.0
2007,1244,0.08,0.0,0.0
2007,1245,0.0,0.08,0.0
2007,1246,0.0,0.0,0.0
2007,1247,0.05,0.0,0.01
2007,1248,0.0,0.03,0.03
2007,1249,0.01,0.0,0.07
2007,1250,0.0,0.0,0.02
2007,1251,0.12,0.05,0.0
2007,1252,0.01,0.0,0.1
2007,1253,0.0,0.09,0.0
2007,1254,0.0,0.0,0.08
2007,1255,0.0,0.0,0.0
2007,1256,0.0,0.07,0.07
2007,1257,0.0,0.02,0.01
2007,1258,0.0,0.0,0.0
2007,1259,0.04,0.0,0.0
2007,1260,0.02,0.0,0.0
2007,1261,0.0,0.05,0.0
2007,1262,0.02,0.0,0.0
2007,1263,0.0,0.0,0.02
2007,1264,0.09,0.07,0.0
2007,1265,0.0,0.0,0.0
2007,1266,0.0,0.0,0.06
2007,1267,0.04,0.0,0.0
2007,1268,0.0,0.0,0.0
2007,1269,0.02,0.0,0.0
2007,1270,0.11,0.05,0.0
2007,1271,0.05,0.05,0.0
2007,1272,0.0,0.0,0.0
2007,1273,0.0,0.0,0.0
2007,1274,0.0,0.0,0.02
2007,1275,0.0,0.0,0.02
2007,1276,0.02,0.0,0.07
2007,1277,0.05,0.02,0.0
2007,1278,0.0,0.0,0.06
2007,1279,0.05,0.07,0.02
2007,1280,0.01,0.03,0.04
2007,1281,0.05,0.0,0.01
2007,1282,0.0,0.0,0.0
2007,1283,0.0,0.0,0.0
2007,1284,0.02,0.04,0.0
2007,1285,0.0,0.1,0.0
2007,1286,0.0,0.01,0.03
2007,1287,0.03,0.0,0.06
2007,1288,0.0,0.0,0.0
2007,1289,0.0,0.0,0.0
2007,1290,0.0,0.06,0.0
2007,1291,0.03,0.0,0.0
2007,1292,0.0,0.1,0.0
2007,1293,0.06,0.0,0.01
2007,1294,0.07,0.1,0.0
2007,1295,0.0,0.1,0.04
2007,1296,0.04,0.03,0.0
2007,1297,0.03,0.0,0.0
2008,1000,0.05,0.17,0.09
2008,1001,3.39,3.44,3.57
2008,1002,0.11,0.0,0.0
2008,1003,19.35,20.37,20.36
2008,1004,0.0,0.02,0.0
2008,1005,0.02,0.0,0.0
2008,1006,0.03,0.0,0.0
2008,1007,0.02,0.09,0.08
2008,1008,0.0,0.04,0.03
2008,1009,0.19,0.0,0.0
2008,1010,1.64,1.67,1.49
2008,1011,0.0,0.13,0.0
2008,1012,1.31,1.2,1.09
2008,1013,0.05,0.0,0.0
2008,1014,0.0,0.0,0.05
2008,1015,0.0,0.0,0.0
2008,1016,0.0,0.07,0.0
2008,1017,0.1,0.0,0.1
2008,1018,0.02,0.06,0.04
2008,1019,0.0,0.0,0.03
2008,1020,0.0,0.07,0.0
2008,1021,0.0,0.06,0.07
2008,1022,0.03,0.03,0.0
2008,1023,0.0,0.0,0.0
2008,1024,0.0,0.08,0.06
2008,1025,0.01,0.04,0.0
2008,1026,0.04,0.02,0.0
2008,1027,3.89,3.84,3.71
2008,1028,0.07,0.0,0.0
2008,1029,15.93,15.59,13.95
2008,1030,0.0,0.03,0.01
2008,1031,83.67,86.19,87.26
2008,1032,0.0,0.03,0.0
2008,1033,0.0,0.03,0.0
2008,1034,31.25,32.11,31.33
2008,1035,0.0,0.0,0.0
2008,1036,0.01,0.06,0.0
2008,1037,53.82,54.79,53.63
2008,1038,27.44,27.88,27.94
2008,1039,0.05,0.0,0.0
2008,1040,4.1,4.14,4.08
2008,1041,0.0,0.0,0.1
2008,1042,19.92,20.51,20.36
2008,1043,0.07,0.0,0.0
2008,1044,14.91,14.55,14.61
2008,1045,0.49,0.18,0.2
2008,1046,0.08,0.0,0.0
2008,1047,0.0,0.02,0.0
2008,1048,0.54,0.65,0.67
2008,1049,0.03,0.0,0.01
2008,1050,0.0,0.0,0.01
2008,1051,22.72,22.58,22.58
2008,1052,0.1,0.17,0.14
2008,1053,17.11,17.82,17.58
2008,1054,102.9,105.74,105.87
2008,1055,0.0,0.1,0.0
2008,1056,0.16,0.0,0.0
2008,1057,0.0,0.03,0.03
2008,1058,0.01,0.05,0.0
2008,1059,0.02,0.03,0.05
2008,1060,0.0,0.08,0.21
2008,1061,38.96,40.56,39.37
2008,1062,0.1,0.13,0.0
2008,1063,0.14,0.0,0.09
2008,1064,0.0,0.06,0.04
2008,1065,0.0,0.01,0.0
2008,1066,0.0,0.09,0.19
2008,1067,0.14,0.13,0.03
2008,1068,0.04,0.16,0.09
2008,1069,0.0,0.08,0.0
2008,1070,0.0,0.0,0.09
2008,1071,0.02,0.0,0.19
2008,1072,0.0,0.0,0.0
2008,1073,0.0,0.09,0.0
2008,1074,0.05,0.02,0.0
2008,1075,0.05,0.03,0.04
2008,1076,0.0,0.01,0.0
2008,1077,0.03,0.05,0.07
2008,1078,0.0,0.0,0.11
2008,1079,0.0,0.01,0.0
2008,1080,0.03,0.0,0.08
2008,1081,0.05,0.0,0.0
2008,1082,0.1,0.0,0.0
2008,1083,0.11,0.0,0.0
2008,1084,0.03,0.0,0.0
2008,1085,0.04,0.0,0.06
2008,1086,0.18,0.04,0.15
2008,1087,0.0,0.03,0.0
2008,1088,0.0,0.0,0.0
2008,1089,0.01,0.13,0.0
2008,1090,0.07,0.0,0.02
2008,1091,36.49,39.08,37.16
2008,1092,0.08,0.01,0.0
2008,1093,0.0,0.0,0.0
2008,1094,0.01,0.06,0.06
2008,1095,0.04,0.0,0.0
2008,1096,0.0,0.02,0.0
2008,1097,0.02,0.0,0.01
2008,1098,0.0,0.0,0.18
2008,1099,0.0,0.0,0.0
2008,1100,0.0,0.05,0.06
2008,1101,0.03,0.16,0.0
2008,1102,0.14,0.03,0.0
2008,1103,0.0,0.0,0.01
2008,1104,0.2,0.26,0.16
2008,1105,0.0,0.02,0.0
2008,1106,0.0,0.0,0.0
2008,1107,0.04,0.0,0.01
2008,1108,0.06,0.0,0.0
2008,1109,0.0,0.0,0.0
2008,1110,0.0,0.08,0.0
2008,1111,0.0,0.13,0.06
2008,1112,0.0,0.2,0.0
2008,1113,0.0,0.08,0.0
2008,1114,0.0,0.0,0.11
2008,1115,0.0,0.0,0.0
2008,1116,0.0,0.02,0.03
2008,1117,0.0,0.0,0.0
2008,1118,0.03,0.0,0.0
2008,1119,0.07,0.04,0.05
2008,1120,0.0,0.01,0.03
2008,1121,0.08,0.05,0.04
2008,1122,0.0,0.0,0.0
2008,1123,0.02,0.0,0.01
2008,1124,0.0,0.01,0.11
2008,1125,0.02,0.0,0.0
2008,1126,0.0,0.01,0.01
2008,1127,0.08,0.12,0.09
2008,1128,0.0,0.18,0.09
2008,1129,0.0,0.0,0.07
2008,1130,0.0,0.04,0.17
2008,1131,0.0,0.01,0.0
2008,1132,0.03,0.15,0.0
2008,1133,0.0,0.04,0.0
2008,1134,0.0,0.0,0.0
2008,1135,0.07,0.0,0.05
2008,1136,0.07,0.0,0.0
2008,1137,0.03,0.0,0.0
2008,1138,0.0,0.06,0.0
2008,1139,0.0,0.12,0.06
2008,1140,0.12,0.01,0.17
2008,1141,0.01,0.0,0.0
2008,1142,0.0,0.06,0.06
2008,1143,0.05,0.05,0.0
2008,1144,0.0,0.0,0.0
2008,1145,0.0,0.0,0.0
2008,1146,0.0,0.0,0.02
2008,1147,0.0,0.05,0.14
2008,1148,0.0,0.0,0.13
2008,1149,0.04,0.12,0.13
2008,1150,0.0,0.06,0.0
2008,1151,0.16,0.0,0.24
2008,1152,0.1,0.05,0.0
2008,1153,0.02,0.0,0.01
2008,1154,0.0,0.11,0.0
2008,1155,0.0,0.01,0.08
2008,1156,0.07,0.0,0.08
2008,1157,0.03,0.0,0.0
2008,1158,0.0,0.02,0.0
2008,1159,0.12,0.06,0.02
2008,1160,0.09,0.0,0.01
2008,1161,0.02,0.0,0.05
2008,1162,0.11,0.0,0.0
2008,1163,0.0,0.0,0.0
2008,1164,0.08,0.0,0.0
2008,1165,0.1,0.0,0.1
2008,1166,0.08,0.06,0.05
2008,1167,0.22,0.0,0.1
2008,1168,0.08,0.02,0.0
2008,1169,0.06,0.08,0.04
2008,1170,0.0,0.05,0.06
2008,1171,0.0,0.04,0.01
2008,1172,0.11,0.0,0.0
2008,1173,0.1,0.08,0.06
2008,1174,0.0,0.0,0.1
2008,1175,0.0,0.04,0.12
2008,1176,0.0,0.05,0.0
2008,1177,0.06,0.01,0.0
2008,1178,0.02,0.07,0.25
2008,1179,0.0,0.0,0.0
2008,1180,0.0,0.07,0.01
2008,1181,0.0,0.0,0.03
2008,1182,0.03,0.0,0.01
2008,1183,0.09,0.12,0.0
2008,1184,0.15,0.0,0.08
2008,1185,0.05,0.0,0.0
2008,1186,0.0,0.0,0.0
2008,1187,0.0,0.0,0.0
2008,1188,0.03,0.0,0.0
2008,1189,0.0,0.02,0.06
2008,1190,0.0,0.0,0.0
2008,1191,0.0,0.0,0.0
2008,1192,0.0,0.07,0.0
2008,1193,0.0,0.0,0.03
2008,1194,0.03,0.0,0.0
2008,1195,0.0,0.0,0.0
2008,1196,0.03,0.06,0.03
2008,1197,0.0,0.08,0.0
2008,1198,0.03,0.07,0.0
2008,1199,0.04,0.0,0.06
2008,1200,0.0,0.09,0.03
2008,1201,0.11,0.0,0.04
2008,1202,0.11,0.01,0.08
2008,1203,0.0,0.0,0.04
2008,1204,0.0,0.08,0.0
2008,1205,0.0,0.03,0.0
2008,1206,0.05,0.0,0.04
2008,1207,0.08,0.0,0.0
2008,1208,0.12,0.01,0.0
2008,1209,0.04,0.0,0.05
2008,1210,0.0,0.0,0.0
2008,1211,0.0,0.0,0.0
2008,1212,0.14,0.1,0.12
2008,1213,0.0,0.0,0.0
2008,1214,0.0,0.08,0.09
2008,1215,0.0,0.18,0.0
2008,1216,0.0,0.06,0.0
2008,1217,0.12,0.01,0.12
2008,1218,0.0,0.0,0.05
2008,1219,0.02,0.0,0.17
2008,1220,0.04,0.0,0.0
2008,1221,0.06,0.0,0.08
2008,1222,0.0,0.0,0.06
2008,1223,0.0,0.01,0.02
2008,1224,0.1,0.13,0.0
2008,1225,0.0,0.0,0.05
2008,1226,0.0,0.0,0.0
2008,1227,0.15,0.06,0.0
2008,1228,0.01,0.08,0.0
2008,1229,0.01,0.04,0.0
2008,1230,0.1,0.0,0.0
2008,1231,0.08,0.19,0.03
2008,1232,0.15,0.0,0.04
2008,1233,0.0,0.0,0.0
2008,1234,0.06,0.1,0.1
2008,1235,0.06,0.04,0.0
2008,1236,0.0,0.19,0.04
2008,1237,0.0,0.0,0.0
2008,1238,0.02,0.01,0.14
2008,1239,0.0,0.12,0.06
2008,1240,0.08,0.0,0.0
2008,1241,0.11,0.0,0.0
2008,1242,0.0,0.0,0.1
2008,1243,0.04,0.03,0.0
2008,1244,0.11,0.0,0.0
2008,1245,0.0,0.11,0.0
2008,1246,0.0,0.0,0.0
2008,1247,0.07,0.0,0.02
2008,1248,0.0,0.04,0.04
2008,1249,0.02,0.01,0.1
2008,1250,0.0,0.0,0.02
2008,1251,0.15,0.06,0.0
2008,1252,0.01,0.0,0.14
2008,1253,0.0,0.12,0.0
2008,1254,0.0,0.0,0.09
2008,1255,0.0,0.0,0.0
2008,1256,0.0,0.1,0.09
2008,1257,0.0,0.03,0.01
2008,1258,0.0,0.0,0.0
2008,1259,0.05,0.0,0.0
2008,1260,0.03,0.0,0.01
2008,1261,0.0,0.07,0.0
2008,1262,0.02,0.0,0.0
2008,1263,0.0,0.0,0.03
2008,1264,0.12,0.09,0.0
2008,1265,0.0,0.01,0.0
2008,1266,0.0,0.0,0.08
2008,1267,0.04,0.0,0.0
2008,1268,0.0,0.0,0.0
2008,1269,0.02,0.0,0.0
2008,1270,0.14,0.06,0.0
2008,1271,0.06,0.07,0.0
2008,1272,0.0,0.0,0.0
2008,1273,0.0,0.0,0.0
2008,1274,0.0,0.0,0.03
2008,1275,0.0,0.0,0.02
2008,1276,0.03,0.0,0.09
2008,1277,0.06,0.03,0.0
2008,1278,0.0,0.0,0.08
2008,1279,0.06,0.09,0.02
2008,1280,0.01,0.03,0.04
2008,1281,0.07,0.0,0.01
2008,1282,0.0,0.0,0.0
2008,1283,0.0,0.0,0.0
2008,1284,0.02,0.04,0.0
2008,1285,0.0,0.13,0.0
2008,1286,0.0,0.01,0.04
2008,1287,0.05,0.0,0.07
2008,1288,0.0,0.01,0.0
2008,1289,0.0,0.0,0.0
2008,1290,0.0,0.07,0.0
2008,1291,0.04,0.0,0.0
2008,1292,0.0,0.13,0.0
2008,1293,0.08,0.0,0.01
2008,1294,0.09,0.13,0.0
2008,1295,0.01,0.13,0.05
2008,1296,0.05,0.05,0.0
2008,1297,0.04,0.0,0.0
2009,1000,0.0,0.07,0.02
2009,1001,1.4,1.42,1.47
2009,1002,0.05,0.0,0.0
2009,1003,7.97,8.41,8.36
2009,1004,0.0,0.01,0.0
2009,1005,0.0,0.0,0.0
2009,1006,0.01,0.0,0.0
2009,1007,0.0,0.02,0.03
2009,1008,0.0,0.01,0.0
2009,1009,0.08,0.0,0.0
2009,1010,0.69,0.69,0.62
2009,1011,0.0,0.05,0.0
2009,1012,0.5,0.44,0.41
2009,1013,0.02,0.0,0.0
2009,1014,0.0,0.0,0.01
2009,1015,0.0,0.0,0.0
2009,1016,0.0,0.03,0.0
2009,1017,0.04,0.0,0.03
2009,1018,0.0,0.03,0.02
2009,1019,0.0,0.0,0.01
2009,1020,0.0,0.03,0.0
2009,1021,0.0,0.02,0.02
2009,1022,0.02,0.01,0.0
2009,1023,0.0,0.0,0.0
2009,1024,0.0,0.02,0.03
2009,1025,0.0,0.02,0.0
2009,1026,0.01,0.0,0.0
2009,1027,1.58,1.55,1.52
2009,1028,0.03,0.0,0.0
2009,1029,6.55,6.42,5.76
2009,1030,0.0,0.01,0.01
2009,1031,34.59,35.62,36.08
2009,1032,0.0,0.01,0.0
2009,1033,0.0,0.0,0.0
2009,1034,12.85,13.23,12.92
2009,1035,0.0,0.0,0.0
2009,1036,0.01,0.03,0.0
2009,1037,22.14,22.58,22.09
2009,1038,11.28,11.46,11.49
2009,1039,0.02,0.0,0.0
2009,1040,1.67,1.7,1.67
2009,1041,0.0,0.0,0.04
2009,1042,8.19,8.44,8.39
2009,1043,0.02,0.0,0.0
2009,1044,6.16,6.0,6.02
2009,1045,0.14,0.03,0.05
2009,1046,0.03,0.0,0.0
2009,1047,0.0,0.02,0.0
2009,1048,0.2,0.23,0.24
2009,1049,0.01,0.0,0.0
2009,1050,0.0,0.0,0.0
2009,1051,9.37,9.35,9.32
2009,1052,0.0,0.0,0.01
2009,1053,6.98,7.24,7.17
2009,1054,42.52,43.69,43.74
2009,1055,0.0,0.04,0.0
2009,1056,0.07,0.0,0.0
2009,1057,0.0,0.03,0.01
2009,1058,0.01,0.02,0.02
2009,1059,0.01,0.01,0.01
2009,1060,0.0,0.02,0.07
2009,1061,16.05,16.74,16.28
2009,1062,0.04,0.05,0.0
2009,1063,0.05,0.0,0.03
2009,1064,0.0,0.03,0.03
2009,1065,0.0,0.01,0.0
2009,1066,0.0,0.03,0.07
2009,1067,0.05,0.04,0.01
2009,1068,0.02,0.06,0.04
2009,1069,0.0,0.03,0.0
2009,1070,0.0,0.0,0.04
2009,1071,0.01,0.0,0.06
2009,1072,0.0,0.01,0.0
2009,1073,0.0,0.03,0.0
2009,1074,0.0,0.0,0.0
2009,1075,0.02,0.01,0.01
2009,1076,0.0,0.01,0.0
2009,1077,0.01,0.0,0.02
2009,1078,0.0,0.0,0.04
2009,1079,0.0,0.01,0.0
2009,1080,0.02,0.0,0.04
2009,1081,0.0,0.0,0.0
2009,1082,0.04,0.0,0.0
2009,1083,0.03,0.0,0.0
2009,1084,0.02,0.0,0.0
2009,1085,0.01,0.0,0.03
2009,1086,0.07,0.01,0.07
2009,1087,0.0,0.01,0.0
2009,1088,0.0,0.0,0.0
2009,1089,0.0,0.03,0.0
2009,1090,0.02,0.0,0.0
2009,1091,14.98,16.05,15.26
2009,1092,0.03,0.0,0.0
2009,1093,0.0,0.0,0.0
2009,1094,0.0,0.01,0.02
2009,1095,0.02,0.0,0.0
2009,1096,0.0,0.02,0.0
2009,1097,0.0,0.0,0.0
2009,1098,0.0,0.0,0.07
2009,1099,0.0,0.01,0.0
2009,1100,0.0,0.02,0.02
2009,1101,0.02,0.08,0.0
2009,1102,0.04,0.02,0.0
2009,1103,0.0,0.0,0.0
2009,1104,0.07,0.12,0.08
2009,1105,0.0,0.01,0.0
2009,1106,0.0,0.0,0.0
2009,1107,0.02,0.0,0.01
2009,1108,0.02,0.0,0.0
2009,1109,0.0,0.0,0.0
2009,1110,0.0,0.04,0.0
2009,1111,0.0,0.05,0.02
2009,1112,0.0,0.09,0.0
2009,1113,0.0,0.03,0.0
2009,1114,0.0,0.0,0.04
2009,1115,0.0,0.0,0.0
2009,1116,0.0,0.01,0.01
2009,1117,0.0,0.0,0.0
2009,1118,0.0,0.0,0.0
2009,1119,0.03,0.02,0.02
2009,1120,0.0,0.0,0.0
2009,1121,0.04,0.02,0.02
2009,1122,0.0,0.0,0.0
2009,1123,0.0,0.0,0.02
2009,1124,0.0,0.01,0.06
2009,1125,0.02,0.0,0.0
2009,1126,0.0,0.01,0.0
2009,1127,0.04,0.05,0.04
2009,1128,0.0,0.07,0.03
2009,1129,0.0,0.0,0.03
2009,1130,0.0,0.03,0.06
2009,1131,0.0,0.0,0.0
2009,1132,0.02,0.05,0.0
2009,1133,0.0,0.02,0.0
2009,1134,0.0,0.0,0.0
2009,1135,0.05,0.0,0.02
2009,1136,0.02,0.0,0.0
2009,1137,0.03,0.0,0.0
2009,1138,0.0,0.02,0.0
2009,1139,0.0,0.06,0.03
2009,1140,0.05,0.01,0.07
2009,1141,0.0,0.0,0.0
2009,1142,0.0,0.02,0.02
2009,1143,0.03,0.03,0.0
2009,1144,0.0,0.0,0.0
2009,1145,0.0,0.0,0.0
2009,1146,0.0,0.0,0.0
2009,1147,0.0,0.01,0.05
2009,1148,0.0,0.0,0.06
2009,1149,0.02,0.05,0.05
2009,1150,0.0,0.04,0.0
2009,1151,0.05,0.0,0.09
2009,1152,0.05,0.02,0.0
2009,1153,0.0,0.0,0.0
2009,1154,0.0,0.03,0.0
2009,1155,0.0,0.01,0.03
2009,1156,0.03,0.0,0.02
2009,1157,0.02,0.0,0.0
2009,1158,0.0,0.01,0.0
2009,1159,0.05,0.03,0.01
2009,1160,0.02,0.0,0.01
2009,1161,0.01,0.0,0.03
2009,1162,0.04,0.0,0.0
2009,1163,0.0,0.0,0.0
2009,1164,0.04,0.0,0.0
2009,1165,0.06,0.0,0.04
2009,1166,0.03,0.02,0.02
2009,1167,0.11,0.0,0.05
2009,1168,0.05,0.01,0.0
2009,1169,0.03,0.03,0.03
2009,1170,0.0,0.01,0.03
2009,1171,0.0,0.03,0.01
2009,1172,0.04,0.0,0.0
2009,1173,0.04,0.03,0.03
2009,1174,0.0,0.0,0.03
2009,1175,0.0,0.02,0.05
2009,1176,0.0,0.02,0.0
2009,1177,0.02,0.01,0.0
2009,1178,0.01,0.04,0.11
2009,1179,0.0,0.0,0.0
2009,1180,0.0,0.03,0.02
2009,1181,0.0,0.0,0.02
2009,1182,0.01,0.0,0.0
2009,1183,0.02,0.04,0.0
2009,1184,0.07,0.0,0.05
2009,1185,0.01,0.0,0.0
2009,1186,0.0,0.0,0.0
2009,1187,0.0,0.0,0.0
2009,1188,0.02,0.0,0.0
2009,1189,0.01,0.0,0.04
2009,1190,0.0,0.0,0.0
2009,1191,0.0,0.0,0.0
2009,1192,0.0,0.04,0.0
2009,1193,0.0,0.0,0.01
2009,1194,0.01,0.0,0.0
2009,1195,0.0,0.0,0.0
2009,1196,0.02,0.03,0.01
2009,1197,0.0,0.04,0.0
2009,1198,0.01,0.01,0.0
2009,1199,0.01,0.0,0.01
2009,1200,0.0,0.03,0.01
2009,1201,0.04,0.0,0.03
2009,1202,0.05,0.01,0.03
2009,1203,0.0,0.0,0.01
2009,1204,0.0,0.04,0.0
2009,1205,0.0,0.0,0.0
2009,1206,0.02,0.0,0.01
2009,1207,0.04,0.0,0.0
2009,1208,0.06,0.0,0.0
2009,1209,0.02,0.0,0.02
2009,1210,0.0,0.0,0.0
2009,1211,0.0,0.0,0.0
2009,1212,0.05,0.05,0.06
2009,1213,0.0,0.0,0.0
2009,1214,0.0,0.03,0.03
2009,1215,0.0,0.07,0.0
2009,1216,0.0,0.01,0.0
2009,1217,0.05,0.0,0.05
2009,1218,0.0,0.0,0.02
2009,1219,0.01,0.0,0.07
2009,1220,0.03,0.0,0.0
2009,1221,0.02,0.0,0.03
2009,1222,0.0,0.0,0.0
2009,1223,0.0,0.02,0.02
2009,1224,0.04,0.05,0.0
2009,1225,0.0,0.0,0.01
2009,1226,0.0,0.0,0.0
2009,1227,0.07,0.01,0.0
2009,1228,0.0,0.04,0.0
2009,1229,0.01,0.02,0.0
2009,1230,0.04,0.0,0.0
2009,1231,0.04,0.08,0.01
2009,1232,0.07,0.01,0.02
2009,1233,0.0,0.0,0.0
2009,1234,0.03,0.04,0.03
2009,1235,0.02,0.01,0.0
2009,1236,0.01,0.08,0.01
2009,1237,0.0,0.0,0.0
2009,1238,0.02,0.0,0.06
2009,1239,0.0,0.04,0.02
2009,1240,0.02,0.0,0.0
2009,1241,0.04,0.0,0.0
2009,1242,0.0,0.0,0.04
2009,1243,0.02,0.01,0.0
2009,1244,0.04,0.0,0.0
2009,1245,0.0,0.03,0.0
2009,1246,0.0,0.0,0.0
2009,1247,0.02,0.0,0.01
2009,1248,0.0,0.01,0.01
2009,1249,0.0,0.0,0.04
2009,1250,0.0,0.0,0.03
2009,1251,0.07,0.03,0.0
2009,1252,0.01,0.0,0.05
2009,1253,0.0,0.06,0.0
2009,1254,0.0,0.01,0.04
2009,1255,0.0,0.0,0.0
2009,1256,0.0,0.04,0.03
2009,1257,0.0,0.01,0.01
2009,1258,0.0,0.0,0.0
2009,1259,0.02,0.0,0.01
2009,1260,0.02,0.0,0.0
2009,1261,0.0,0.03,0.0
2009,1262,0.01,0.01,0.0
2009,1263,0.0,0.0,0.01
2009,1264,0.05,0.03,0.0
2009,1265,0.0,0.01,0.0
2009,1266,0.0,0.0,0.03
2009,1267,0.02,0.0,0.0
2009,1268,0.0,0.0,0.0
2009,1269,0.0,0.0,0.0
2009,1270,0.06,0.02,0.0
2009,1271,0.03,0.02,0.0
2009,1272,0.0,0.0,0.0
2009,1273,0.0,0.0,0.0
2009,1274,0.0,0.0,0.01
2009,1275,0.0,0.0,0.01
2009,1276,0.01,0.0,0.04
2009,1277,0.03,0.01,0.0
2009,1278,0.0,0.0,0.03
2009,1279,0.04,0.03,0.01
2009,1280,0.0,0.02,0.02
2009,1281,0.02,0.01,0.01
2009,1282,0.0,0.0,0.0
2009,1283,0.0,0.0,0.0
2009,1284,0.01,0.03,0.0
2009,1285,0.0,0.05,0.0
2009,1286,0.0,0.0,0.01
2009,1287,0.01,0.0,0.03
2009,1288,0.0,0.0,0.0
2009,1289,0.0,0.0,0.0
2009,1290,0.0,0.03,0.0
2009,1291,0.01,0.0,0.01
2009,1292,0.0,0.05,0.0
2009,1293,0.04,0.0,0.01
2009,1294,0.03,0.06,0.0
2009,1295,0.0,0.06,0.02
2009,1296,0.01,0.01,0.0
2009,1297,0.01,0.0,0.0
2010,1000,0.48,0.49,0.28
2010,1001,13.14,13.39,14.06
2010,1002,0.0,0.25,0.04
2010,1003,61.37,61.08,61.11
2010,1004,0.0,0.22,0.21
2010,1005,0.0,0.11,0.0
2010,1006,0.0,0.0,0.0
2010,1007,0.17,0.06,0.2
2010,1008,0.0,0.08,0.2
2010,1009,0.28,0.0,0.0
2010,1010,7.64,7.19,6.28
2010,1011,0.0,0.01,0.0
2010,1012,0.39,0.16,0.21
2010,1013,0.0,0.0,0.0
2010,1014,2.77,3.01,2.81
2010,1015,0.0,0.0,0.0
2010,1016,0.0,0.06,0.0
2010,1017,0.04,0.16,0.03
2010,1018,0.05,0.16,0.0
2010,1019,0.0,0.0,0.16
2010,1020,0.1,0.01,0.0
2010,1021,0.0,0.11,0.21
2010,1022,0.0,0.0,0.21
2010,1023,0.0,0.0,0.04
2010,1024,0.0,0.03,0.11
2010,1025,0.13,0.14,0.0
2010,1026,0.04,0.02,0.12
2010,1027,3.55,3.34,3.75
2010,1028,0.04,0.0,0.0
2010,1029,27.99,27.52,26.43
2010,1030,0.0,0.1,0.0
2010,1031,130.51,133.63,134.52
2010,1032,0.0,0.0,0.02
2010,1033,0.84,0.44,0.6
2010,1034,55.84,56.89,57.36
2010,1035,0.21,0.31,0.15
2010,1036,0.0,0.2,0.04
2010,1037,63.98,64.36,64.19
2010,1038,35.53,35.4,35.77
2010,1039,0.22,0.01,0.0
2010,1040,4.39,4.52,4.43
2010,1041,0.17,0.0,0.03
2010,1042,26.62,27.34,27.48
2010,1043,0.08,0.0,0.0
2010,1044,19.79,19.24,19.61
2010,1045,3.43,3.5,3.2
2010,1046,0.0,0.0,0.0
2010,1047,0.0,0.07,0.0
2010,1048,0.0,0.0,0.1
2010,1049,0.0,0.0,0.0
2010,1050,0.17,0.0,0.0
2010,1051,32.66,32.46,32.27
2010,1052,9.32,9.08,9.16
2010,1053,7.31,7.89,7.7
2010,1054,154.05,153.48,150.12
2010,1055,0.08,0.04,0.0
2010,1056,0.34,0.0,0.06
2010,1057,0.0,0.16,0.01
2010,1058,0.1,0.0,0.08
2010,1059,0.05,0.13,0.22
2010,1060,0.37,0.3,0.74
2010,1061,39.8,41.05,39.41
2010,1062,0.17,0.06,0.18
2010,1063,0.24,0.0,0.2
2010,1064,0.18,0.03,0.12
2010,1065,0.0,0.0,0.0
2010,1066,0.0,0.0,0.26
2010,1067,0.16,0.49,0.0
2010,1068,0.0,0.06,0.07
2010,1069,0.0,0.11,0.09
2010,1070,0.0,0.0,0.11
2010,1071,0.04,0.0,0.21
2010,1072,0.0,0.0,0.0
2010,1073,0.0,0.02,0.15
2010,1074,30.17,28.57,26.45
2010,1075,0.0,0.18,0.09
2010,1076,0.1,0.08,0.0
2010,1077,13.73,13.28,13.82
2010,1078,0.1,0.0,0.0
2010,1079,0.0,0.0,0.01
2010,1080,0.0,0.0,0.15
2010,1081,0.0,0.0,0.0
2010,1082,0.11,0.05,0.0
2010,1083,0.01,0.0,0.0
2010,1084,0.2,0.0,0.22
2010,1085,0.0,0.07,0.0
2010,1086,0.46,0.15,0.0
2010,1087,0.0,0.06,0.3
2010,1088,0.0,0.0,0.0
2010,1089,0.11,0.28,0.0
2010,1090,0.04,0.0,0.0
2010,1091,77.92,78.56,75.47
2010,1092,0.14,0.05,0.0
2010,1093,0.06,0.0,0.0
2010,1094,0.19,0.14,0.0
2010,1095,0.0,0.0,0.0
2010,1096,0.0,0.0,0.04
2010,1097,0.0,0.04,0.0
2010,1098,0.1,0.0,0.28
2010,1099,0.2,0.0,0.0
2010,1100,0.02,0.05,0.1
2010,1101,0.18,0.16,0.01
2010,1102,0.46,0.0,0.01
2010,1103,0.05,0.0,0.06
2010,1104,0.05,0.03,0.19
2010,1105,0.0,0.13,0.0
2010,1106,0.0,0.0,0.0
2010,1107,0.18,0.05,0.02
2010,1108,0.2,0.0,0.0
2010,1109,0.0,0.0,0.0
2010,1110,0.13,0.0,0.05
2010,1111,0.0,0.2,0.0
2010,1112,0.0,0.46,0.03
2010,1113,0.0,0.1,0.0
2010,1114,0.0,0.0,0.0
2010,1115,0.08,0.04,0.0
2010,1116,0.0,0.05,0.08
2010,1117,0.03,0.09,0.0
